"id","status","source","content_hash","reused_from","document_type","extracted","rule_results","confidence","error","created_at","updated_at","completed_at"
"610c3a5d-fdeb-435c-96ac-3ae1494aefea",QUEUED,,"bcc92d5948af4439f8c0733c2e08ea3c25b5a7dc6fc39b74f7ad14636c182f7b",,,"","","",,2026-07-11 00:13:35.290 +0530,2026-07-11 00:13:35.290 +0530,
